epoch,epochs_total,step,steps_total,loss,logits_loss,aux_loss,lr
1,1,14800,56608,1.6098,1.6098,0.0,8.57e-06
1,1,14900,56608,1.7153,1.7153,0.0,8.55e-06
1,1,15000,56608,1.5239,1.5239,0.0,8.53e-06
1,1,15100,56608,1.6622,1.6622,0.0,8.51e-06
1,1,15200,56608,1.6749,1.6749,0.0,8.49e-06
1,1,15300,56608,1.5148,1.5148,0.0,8.47e-06
1,1,15400,56608,1.6951,1.6951,0.0,8.45e-06
1,1,15500,56608,1.5645,1.5645,0.0,8.44e-06
1,1,15600,56608,1.5913,1.5913,0.0,8.42e-06
1,1,15700,56608,1.6824,1.6824,0.0,8.4e-06
1,1,15800,56608,1.6978,1.6978,0.0,8.38e-06
1,1,15900,56608,1.5148,1.5148,0.0,8.36e-06
1,1,16000,56608,1.6758,1.6758,0.0,8.34e-06
1,1,16100,56608,1.4081,1.4081,0.0,8.32e-06
1,1,16200,56608,1.409,1.409,0.0,8.3e-06
1,1,16300,56608,1.7565,1.7565,0.0,8.28e-06
1,1,16400,56608,1.5498,1.5498,0.0,8.26e-06
1,1,16500,56608,1.5697,1.5697,0.0,8.24e-06
1,1,16600,56608,1.655,1.655,0.0,8.22e-06
1,1,16700,56608,1.6539,1.6539,0.0,8.2e-06
1,1,16800,56608,1.8031,1.8031,0.0,8.18e-06
1,1,16900,56608,1.5965,1.5965,0.0,8.16e-06
1,1,17000,56608,1.4915,1.4915,0.0,8.14e-06
1,1,17100,56608,1.65,1.65,0.0,8.12e-06
1,1,17200,56608,1.651,1.651,0.0,8.1e-06
1,1,17300,56608,1.5442,1.5442,0.0,8.08e-06
1,1,17400,56608,1.4486,1.4486,0.0,8.06e-06
1,1,17500,56608,1.6762,1.6762,0.0,8.04e-06
1,1,17600,56608,1.6194,1.6194,0.0,8.02e-06
1,1,17700,56608,1.5029,1.5029,0.0,8e-06
1,1,17800,56608,1.6987,1.6987,0.0,7.98e-06
1,1,17900,56608,1.6256,1.6256,0.0,7.96e-06
1,1,18000,56608,1.6057,1.6057,0.0,7.94e-06
1,1,18100,56608,1.7929,1.7929,0.0,7.91e-06
1,1,18200,56608,1.6952,1.6952,0.0,7.89e-06
1,1,18300,56608,1.5827,1.5827,0.0,7.87e-06
1,1,18400,56608,1.51,1.51,0.0,7.85e-06
1,1,18500,56608,1.6754,1.6754,0.0,7.83e-06
1,1,18600,56608,1.6532,1.6532,0.0,7.81e-06
1,1,18700,56608,1.467,1.467,0.0,7.79e-06
1,1,18800,56608,1.7301,1.7301,0.0,7.76e-06
1,1,18900,56608,1.6623,1.6623,0.0,7.74e-06
1,1,19000,56608,1.453,1.453,0.0,7.72e-06
1,1,19100,56608,1.671,1.671,0.0,7.7e-06
1,1,19200,56608,1.5753,1.5753,0.0,7.68e-06
1,1,19300,56608,1.6902,1.6902,0.0,7.66e-06
1,1,19400,56608,1.8149,1.8149,0.0,7.63e-06
1,1,19500,56608,1.36,1.36,0.0,7.61e-06
1,1,19600,56608,1.6557,1.6557,0.0,7.59e-06
1,1,19700,56608,1.7891,1.7891,0.0,7.57e-06
1,1,19800,56608,1.4538,1.4538,0.0,7.55e-06
1,1,19900,56608,1.575,1.575,0.0,7.52e-06
1,1,20000,56608,1.5731,1.5731,0.0,7.5e-06
1,1,20100,56608,1.6491,1.6491,0.0,7.48e-06
1,1,20200,56608,1.775,1.775,0.0,7.46e-06
1,1,20300,56608,1.7939,1.7939,0.0,7.43e-06
1,1,20400,56608,1.5197,1.5197,0.0,7.41e-06
1,1,20500,56608,1.3766,1.3766,0.0,7.39e-06
1,1,20600,56608,1.684,1.684,0.0,7.37e-06
1,1,20700,56608,1.5522,1.5522,0.0,7.34e-06
1,1,20800,56608,1.3793,1.3793,0.0,7.32e-06
1,1,20900,56608,1.6222,1.6222,0.0,7.3e-06
1,1,21000,56608,2.0388,2.0388,0.0,7.27e-06
1,1,21100,56608,1.729,1.729,0.0,7.25e-06
1,1,21200,56608,1.4606,1.4606,0.0,7.23e-06
1,1,21300,56608,1.6775,1.6775,0.0,7.21e-06
1,1,21400,56608,1.6717,1.6717,0.0,7.18e-06
1,1,21500,56608,1.6955,1.6955,0.0,7.16e-06
1,1,21600,56608,1.6421,1.6421,0.0,7.14e-06
1,1,21700,56608,1.6084,1.6084,0.0,7.11e-06
1,1,21800,56608,1.6132,1.6132,0.0,7.09e-06
1,1,21900,56608,1.4425,1.4425,0.0,7.07e-06
1,1,22000,56608,1.618,1.618,0.0,7.04e-06
1,1,22100,56608,1.3745,1.3745,0.0,7.02e-06
1,1,22200,56608,1.6818,1.6818,0.0,7e-06
1,1,22300,56608,1.4557,1.4557,0.0,6.97e-06
1,1,22400,56608,1.5644,1.5644,0.0,6.95e-06
1,1,22500,56608,1.4451,1.4451,0.0,6.92e-06
1,1,22600,56608,1.7608,1.7608,0.0,6.9e-06
1,1,22700,56608,1.6567,1.6567,0.0,6.88e-06
1,1,22800,56608,1.5555,1.5555,0.0,6.85e-06
1,1,22900,56608,1.6032,1.6032,0.0,6.83e-06
1,1,23000,56608,1.614,1.614,0.0,6.81e-06
1,1,23100,56608,1.7053,1.7053,0.0,6.78e-06
1,1,23200,56608,1.6339,1.6339,0.0,6.76e-06
1,1,23300,56608,1.5158,1.5158,0.0,6.73e-06
1,1,23400,56608,1.3923,1.3923,0.0,6.71e-06
1,1,23500,56608,1.7228,1.7228,0.0,6.69e-06
1,1,23600,56608,1.6693,1.6693,0.0,6.66e-06
1,1,23700,56608,1.748,1.748,0.0,6.64e-06
1,1,23800,56608,1.7272,1.7272,0.0,6.61e-06
1,1,23900,56608,1.4103,1.4103,0.0,6.59e-06
1,1,24000,56608,1.6436,1.6436,0.0,6.56e-06
1,1,24100,56608,2.0029,2.0029,0.0,6.54e-06
1,1,24200,56608,1.4958,1.4958,0.0,6.52e-06
1,1,24300,56608,1.7627,1.7627,0.0,6.49e-06
1,1,24400,56608,1.6026,1.6026,0.0,6.47e-06
1,1,24500,56608,1.7445,1.7445,0.0,6.44e-06
1,1,24600,56608,1.6374,1.6374,0.0,6.42e-06
1,1,24700,56608,1.5305,1.5305,0.0,6.39e-06
1,1,24800,56608,1.5386,1.5386,0.0,6.37e-06
1,1,24900,56608,1.7276,1.7276,0.0,6.35e-06
1,1,25000,56608,1.5899,1.5899,0.0,6.32e-06
1,1,25100,56608,1.6763,1.6763,0.0,6.3e-06
1,1,25200,56608,1.4349,1.4349,0.0,6.27e-06
1,1,25300,56608,1.6608,1.6608,0.0,6.25e-06
1,1,25400,56608,1.5403,1.5403,0.0,6.22e-06
1,1,25500,56608,1.7324,1.7324,0.0,6.2e-06
1,1,25600,56608,1.7178,1.7178,0.0,6.17e-06
1,1,25700,56608,1.5827,1.5827,0.0,6.15e-06
1,1,25800,56608,1.5271,1.5271,0.0,6.12e-06
1,1,25900,56608,1.7141,1.7141,0.0,6.1e-06
1,1,26000,56608,1.7035,1.7035,0.0,6.07e-06
1,1,26100,56608,1.6003,1.6003,0.0,6.05e-06
1,1,26200,56608,1.7106,1.7106,0.0,6.02e-06
1,1,26300,56608,1.5499,1.5499,0.0,6e-06
1,1,26400,56608,1.3766,1.3766,0.0,5.97e-06
1,1,26500,56608,1.5594,1.5594,0.0,5.95e-06
1,1,26600,56608,1.6782,1.6782,0.0,5.92e-06
1,1,26700,56608,1.6147,1.6147,0.0,5.9e-06
1,1,26800,56608,1.4943,1.4943,0.0,5.88e-06
1,1,26900,56608,1.6382,1.6382,0.0,5.85e-06
1,1,27000,56608,1.5976,1.5976,0.0,5.83e-06
1,1,27100,56608,1.4508,1.4508,0.0,5.8e-06
1,1,27200,56608,1.7418,1.7418,0.0,5.78e-06
1,1,27300,56608,1.4478,1.4478,0.0,5.75e-06
1,1,27400,56608,1.4839,1.4839,0.0,5.73e-06
1,1,27500,56608,1.7513,1.7513,0.0,5.7e-06
1,1,27600,56608,1.4811,1.4811,0.0,5.68e-06
1,1,27700,56608,1.6696,1.6696,0.0,5.65e-06
1,1,27800,56608,1.6134,1.6134,0.0,5.63e-06
1,1,27900,56608,1.5126,1.5126,0.0,5.6e-06
1,1,28000,56608,1.5723,1.5723,0.0,5.58e-06
1,1,28100,56608,1.3198,1.3198,0.0,5.55e-06
1,1,28200,56608,1.5811,1.5811,0.0,5.53e-06
1,1,28300,56608,1.6168,1.6168,0.0,5.5e-06
1,1,28400,56608,1.5031,1.5031,0.0,5.48e-06
1,1,28500,56608,1.6546,1.6546,0.0,5.45e-06
