epoch,epochs_total,step,steps_total,loss,logits_loss,aux_loss,lr
1,1,3010,28304,1.7254,1.7254,0.0,9.751e-05
1,1,3020,28304,1.8739,1.8739,0.0,9.75e-05
1,1,3030,28304,1.7457,1.7457,0.0,9.748e-05
1,1,3040,28304,1.8524,1.8524,0.0,9.746e-05
1,1,3050,28304,1.8192,1.8192,0.0,9.745e-05
1,1,3060,28304,1.8785,1.8785,0.0,9.743e-05
1,1,3070,28304,1.9127,1.9127,0.0,9.741e-05
1,1,3080,28304,1.9136,1.9136,0.0,9.74e-05
1,1,3090,28304,2.0697,2.0697,0.0,9.738e-05
1,1,3100,28304,1.6586,1.6586,0.0,9.736e-05
1,1,3110,28304,1.9104,1.9104,0.0,9.735e-05
1,1,3120,28304,1.8334,1.8334,0.0,9.733e-05
1,1,3130,28304,1.8847,1.8847,0.0,9.731e-05
1,1,3140,28304,1.8439,1.8439,0.0,9.729e-05
1,1,3150,28304,1.7822,1.7822,0.0,9.728e-05
1,1,3160,28304,1.8439,1.8439,0.0,9.726e-05
1,1,3170,28304,1.7777,1.7777,0.0,9.724e-05
1,1,3180,28304,1.8238,1.8238,0.0,9.723e-05
1,1,3190,28304,1.8721,1.8721,0.0,9.721e-05
1,1,3200,28304,1.9204,1.9204,0.0,9.719e-05
1,1,3210,28304,1.9339,1.9339,0.0,9.717e-05
1,1,3220,28304,1.9174,1.9174,0.0,9.716e-05
1,1,3230,28304,1.9413,1.9413,0.0,9.714e-05
1,1,3240,28304,1.7016,1.7016,0.0,9.712e-05
1,1,3250,28304,1.8711,1.8711,0.0,9.71e-05
1,1,3260,28304,1.8392,1.8392,0.0,9.709e-05
1,1,3270,28304,1.9472,1.9472,0.0,9.707e-05
1,1,3280,28304,1.8896,1.8896,0.0,9.705e-05
1,1,3290,28304,1.8281,1.8281,0.0,9.703e-05
1,1,3300,28304,2.0094,2.0094,0.0,9.701e-05
1,1,3310,28304,1.8603,1.8603,0.0,9.7e-05
1,1,3320,28304,1.7758,1.7758,0.0,9.698e-05
1,1,3330,28304,1.8508,1.8508,0.0,9.696e-05
1,1,3340,28304,1.781,1.781,0.0,9.694e-05
1,1,3350,28304,1.9165,1.9165,0.0,9.692e-05
1,1,3360,28304,1.8828,1.8828,0.0,9.691e-05
1,1,3370,28304,1.8453,1.8453,0.0,9.689e-05
1,1,3380,28304,1.7575,1.7575,0.0,9.687e-05
1,1,3390,28304,1.7784,1.7784,0.0,9.685e-05
1,1,3400,28304,1.8534,1.8534,0.0,9.683e-05
1,1,3410,28304,1.8397,1.8397,0.0,9.682e-05
1,1,3420,28304,1.9707,1.9707,0.0,9.68e-05
1,1,3430,28304,1.8955,1.8955,0.0,9.678e-05
1,1,3440,28304,1.8892,1.8892,0.0,9.676e-05
1,1,3450,28304,1.9065,1.9065,0.0,9.674e-05
1,1,3460,28304,1.9009,1.9009,0.0,9.672e-05
1,1,3470,28304,1.8734,1.8734,0.0,9.67e-05
1,1,3480,28304,1.8695,1.8695,0.0,9.668e-05
1,1,3490,28304,1.8582,1.8582,0.0,9.667e-05
1,1,3500,28304,2.0095,2.0095,0.0,9.665e-05
1,1,3510,28304,1.9073,1.9073,0.0,9.663e-05
1,1,3520,28304,1.8883,1.8883,0.0,9.661e-05
1,1,3530,28304,1.959,1.959,0.0,9.659e-05
1,1,3540,28304,1.795,1.795,0.0,9.657e-05
1,1,3550,28304,1.9335,1.9335,0.0,9.655e-05
1,1,3560,28304,1.9401,1.9401,0.0,9.653e-05
1,1,3570,28304,1.792,1.792,0.0,9.651e-05
1,1,3580,28304,1.9771,1.9771,0.0,9.649e-05
1,1,3590,28304,1.9624,1.9624,0.0,9.647e-05
1,1,3600,28304,1.7854,1.7854,0.0,9.646e-05
1,1,3610,28304,1.8139,1.8139,0.0,9.644e-05
1,1,3620,28304,1.9093,1.9093,0.0,9.642e-05
1,1,3630,28304,1.8688,1.8688,0.0,9.64e-05
1,1,3640,28304,1.8617,1.8617,0.0,9.638e-05
1,1,3650,28304,1.8697,1.8697,0.0,9.636e-05
1,1,3660,28304,1.8227,1.8227,0.0,9.634e-05
1,1,3670,28304,1.897,1.897,0.0,9.632e-05
1,1,3680,28304,1.9495,1.9495,0.0,9.63e-05
1,1,3690,28304,1.9144,1.9144,0.0,9.628e-05
1,1,3700,28304,1.8378,1.8378,0.0,9.626e-05
1,1,3710,28304,1.8443,1.8443,0.0,9.624e-05
1,1,3720,28304,1.8089,1.8089,0.0,9.622e-05
1,1,3730,28304,1.8841,1.8841,0.0,9.62e-05
1,1,3740,28304,1.8523,1.8523,0.0,9.618e-05
1,1,3750,28304,1.7669,1.7669,0.0,9.616e-05
1,1,3760,28304,1.8844,1.8844,0.0,9.614e-05
1,1,3770,28304,1.7786,1.7786,0.0,9.612e-05
1,1,3780,28304,1.8382,1.8382,0.0,9.61e-05
1,1,3790,28304,1.7634,1.7634,0.0,9.608e-05
1,1,3800,28304,1.9261,1.9261,0.0,9.606e-05
1,1,3810,28304,1.8804,1.8804,0.0,9.604e-05
1,1,3820,28304,1.7142,1.7142,0.0,9.602e-05
1,1,3830,28304,1.7645,1.7645,0.0,9.599e-05
1,1,3840,28304,1.8981,1.8981,0.0,9.597e-05
1,1,3850,28304,1.9067,1.9067,0.0,9.595e-05
1,1,3860,28304,1.8174,1.8174,0.0,9.593e-05
1,1,3870,28304,1.8751,1.8751,0.0,9.591e-05
1,1,3880,28304,1.7502,1.7502,0.0,9.589e-05
1,1,3890,28304,1.8409,1.8409,0.0,9.587e-05
1,1,3900,28304,1.9561,1.9561,0.0,9.585e-05
1,1,3910,28304,1.8229,1.8229,0.0,9.583e-05
1,1,3920,28304,1.8162,1.8162,0.0,9.581e-05
1,1,3930,28304,2.0154,2.0154,0.0,9.579e-05
1,1,3940,28304,1.9625,1.9625,0.0,9.577e-05
1,1,3950,28304,1.7883,1.7883,0.0,9.574e-05
1,1,3960,28304,1.9736,1.9736,0.0,9.572e-05
1,1,3970,28304,1.7499,1.7499,0.0,9.57e-05
1,1,3980,28304,1.7855,1.7855,0.0,9.568e-05
1,1,3990,28304,1.7886,1.7886,0.0,9.566e-05
1,1,4000,28304,1.8219,1.8219,0.0,9.564e-05
1,1,4010,28304,1.8168,1.8168,0.0,9.562e-05
1,1,4020,28304,1.9229,1.9229,0.0,9.559e-05
1,1,4030,28304,1.7594,1.7594,0.0,9.557e-05
1,1,4040,28304,1.7287,1.7287,0.0,9.555e-05
1,1,4050,28304,1.7223,1.7223,0.0,9.553e-05
1,1,4060,28304,1.7665,1.7665,0.0,9.551e-05
1,1,4070,28304,1.707,1.707,0.0,9.549e-05
1,1,4080,28304,1.8712,1.8712,0.0,9.546e-05
1,1,4090,28304,1.8098,1.8098,0.0,9.544e-05
1,1,4100,28304,1.7917,1.7917,0.0,9.542e-05
1,1,4110,28304,1.8464,1.8464,0.0,9.54e-05
1,1,4120,28304,1.9731,1.9731,0.0,9.538e-05
1,1,4130,28304,1.7962,1.7962,0.0,9.535e-05
1,1,4140,28304,1.7298,1.7298,0.0,9.533e-05
1,1,4150,28304,1.7576,1.7576,0.0,9.531e-05
1,1,4160,28304,1.9337,1.9337,0.0,9.529e-05
1,1,4170,28304,1.9659,1.9659,0.0,9.527e-05
1,1,4180,28304,1.8092,1.8092,0.0,9.524e-05
1,1,4190,28304,1.7563,1.7563,0.0,9.522e-05
1,1,4200,28304,1.8388,1.8388,0.0,9.52e-05
1,1,4210,28304,1.8982,1.8982,0.0,9.518e-05
1,1,4220,28304,1.8872,1.8872,0.0,9.515e-05
1,1,4230,28304,1.8379,1.8379,0.0,9.513e-05
1,1,4240,28304,1.7419,1.7419,0.0,9.511e-05
1,1,4250,28304,1.9114,1.9114,0.0,9.509e-05
1,1,4260,28304,1.8992,1.8992,0.0,9.506e-05
1,1,4270,28304,1.8208,1.8208,0.0,9.504e-05
1,1,4280,28304,1.8755,1.8755,0.0,9.502e-05
1,1,4290,28304,1.7861,1.7861,0.0,9.499e-05
1,1,4300,28304,1.8794,1.8794,0.0,9.497e-05
1,1,4310,28304,1.7994,1.7994,0.0,9.495e-05
1,1,4320,28304,1.8509,1.8509,0.0,9.493e-05
1,1,4330,28304,1.779,1.779,0.0,9.49e-05
1,1,4340,28304,1.7086,1.7086,0.0,9.488e-05
1,1,4350,28304,1.7664,1.7664,0.0,9.486e-05
1,1,4360,28304,1.8441,1.8441,0.0,9.483e-05
1,1,4370,28304,1.9378,1.9378,0.0,9.481e-05
1,1,4380,28304,1.8632,1.8632,0.0,9.479e-05
1,1,4390,28304,1.7997,1.7997,0.0,9.476e-05
1,1,4400,28304,1.782,1.782,0.0,9.474e-05
1,1,4410,28304,1.8944,1.8944,0.0,9.472e-05
1,1,4420,28304,1.9425,1.9425,0.0,9.469e-05
1,1,4430,28304,1.8081,1.8081,0.0,9.467e-05
1,1,4440,28304,1.8856,1.8856,0.0,9.465e-05
1,1,4450,28304,1.9291,1.9291,0.0,9.462e-05
1,1,4460,28304,1.7266,1.7266,0.0,9.46e-05
1,1,4470,28304,1.7478,1.7478,0.0,9.457e-05
1,1,4480,28304,1.8587,1.8587,0.0,9.455e-05
1,1,4490,28304,1.7721,1.7721,0.0,9.453e-05
1,1,4500,28304,1.8888,1.8888,0.0,9.45e-05
1,1,4510,28304,1.6852,1.6852,0.0,9.448e-05
1,1,4520,28304,1.907,1.907,0.0,9.445e-05
1,1,4530,28304,1.8612,1.8612,0.0,9.443e-05
1,1,4540,28304,1.8587,1.8587,0.0,9.441e-05
1,1,4550,28304,1.8945,1.8945,0.0,9.438e-05
